#======= TRAJECTORY BEGIN: DionisioPAE
#----------------------------------------------------------------------------------------------
#======== way points:  X(abs),    Y(abs),    Angle(abs),   X(rel),     Y(rel),   Angle(rel),  Weight
#--------             meters,     meters,     radians,    meters,     meters,     radians,    scalar
#--------Waypoint:     8.352       1.554      -2.426       0.000       0.000       0.000       0.200
#--------Waypoint:     7.087       2.826       2.007       0.120      -1.789      -1.850       0.200
#--------Waypoint:     4.406       4.545      -2.915       1.016      -4.845      -0.489       0.200
#----------------------------------------------------------------------------------------------
#========Robot Configuration
#--------Maximum Velocity:          3.04800  m/s
#--------Maximum Acceleration:      1.52400  m/s^2
#--------Start Velocity:            0.00000  m/s
#--------End Velocity:              0.00000  m/s
#--------Trajectory Reversed:  FALSE
#----------------------------------------------------------------------------------------------
#========Differential Drive Kinematics Constraint
#--------Configured:           Yes
#--------Maximum Velocity:          3.04800  m/s
#--------Track width:               0.64008  m
#----------------------------------------------------------------------------------------------
#========Differential Drive Voltage Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Centripetal Acceleration Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Mecanum Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Swerve Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Trajectory Creation 
#--------Spline type:            Cubic
#--------Trajectory orientation: Robot Relative
#--------Use Waypoint Weights:   No
#----------------------------------------------------------------------------------------------
#-- Time,       Velocity,   Accel,      X pos,      Y pos,      Heading, Curvature, Comment
#-- Seconds,    m/s,        m/s^2,      m,          m,          radians,    radians/meter,
   0.00000,    0.00000,    1.52400,    0.00000,    0.00000,    0.00000,   -0.94251,Segment:  1
   0.28999,    0.44195,    1.52400,    0.06405,   -0.00212,   -0.06932,   -1.23903,Segment:  2
   0.40048,    0.61033,    1.52400,    0.12183,   -0.00843,   -0.15194,   -1.62470,Segment:  3
   0.44257,    0.67447,    1.52400,    0.14846,   -0.01313,   -0.19889,   -1.85384,Segment:  4
   0.47928,    0.73042,    1.52400,    0.17360,   -0.01886,   -0.24989,   -2.10630,Segment:  5
   0.51190,    0.78014,    1.52400,    0.19731,   -0.02560,   -0.30509,   -2.37879,Segment:  6
   0.54130,    0.82494,    1.52400,    0.21959,   -0.03333,   -0.36455,   -2.66504,Segment:  7
   0.56809,    0.86577,    1.52400,    0.24049,   -0.04207,   -0.42819,   -2.95522,Segment:  8
   0.59277,    0.90337,    1.52400,    0.26003,   -0.05179,   -0.49578,   -3.23582,Segment:  9
   0.61570,    0.93833,    1.52400,    0.27825,   -0.06248,   -0.56687,   -3.49028,Segment:  10
   0.63722,    0.97113,    1.52400,    0.29516,   -0.07414,   -0.64084,   -3.70060,Segment:  11
   0.65760,    1.00218,    1.52400,    0.31081,   -0.08676,   -0.71686,   -3.84984,Segment:  12
   0.67706,    1.03183,    1.52400,    0.32522,   -0.10032,   -0.79394,   -3.92506,Segment:  13
   0.69581,    1.06041,    1.52400,    0.33842,   -0.11483,   -0.87103,   -3.91987,Segment:  14
   0.71402,    1.08816,    1.52400,    0.35044,   -0.13027,   -0.94704,   -3.83572,Segment:  15
   0.73185,    1.11533,    1.52400,    0.36131,   -0.14663,   -1.02099,   -3.68146,Segment:  16
   0.74942,    1.14211,    1.52400,    0.37106,   -0.16390,   -1.09201,   -3.47135,Segment:  17
   0.76684,    1.16867,    1.52400,    0.37972,   -0.18207,   -1.15945,   -3.22236,Segment:  18
   0.78421,    1.19514,    1.52400,    0.38732,   -0.20114,   -1.22284,   -2.95138,Segment:  19
   0.80160,    1.22163,    1.52400,    0.39389,   -0.22110,   -1.28192,   -2.67329,Segment:  20
   0.81906,    1.24824,    1.52400,    0.39946,   -0.24193,   -1.33659,   -2.39978,Segment:  21
   0.83664,    1.27504,    1.52400,    0.40405,   -0.26363,   -1.38689,   -2.13918,Segment:  22
   0.85437,    1.30207,    1.52400,    0.40770,   -0.28619,   -1.43296,   -1.89672,Segment:  23
   0.89039,    1.35695,    1.52400,    0.41229,   -0.33385,   -1.51325,   -1.47515,Segment:  24
   0.92721,    1.41306,    1.52400,    0.41346,   -0.38483,   -1.57946,   -1.13791,Segment:  25
   0.96485,    1.47044,    1.52400,    0.41145,   -0.43907,   -1.63370,   -0.87428,Segment:  26
   1.00328,    1.52901,    1.52400,    0.40650,   -0.49650,   -1.67790,   -0.67000,Segment:  27
   1.08218,    1.64924,    1.52400,    0.38872,   -0.62060,   -1.74248,   -0.38832,Segment:  28
   1.12246,    1.71064,    1.52400,    0.37636,   -0.68714,   -1.76532,   -0.29132,Segment:  29
   1.16317,    1.77268,    1.52400,    0.36201,   -0.75657,   -1.78312,   -0.21421,Segment:  30
   1.20421,    1.83522,    1.52400,    0.34589,   -0.82883,   -1.79658,   -0.15215,Segment:  31
   1.24549,    1.89813,    1.52400,    0.32825,   -0.90384,   -1.80628,   -0.10152,Segment:  32
   1.28693,    1.96128,    1.52400,    0.30933,   -0.98152,   -1.81266,   -0.05965,Segment:  33
   1.32844,    2.02455,    1.52400,    0.28935,   -1.06182,   -1.81610,   -0.02451,Segment:  34
   1.36998,    2.08784,    1.52400,    0.26857,   -1.14465,   -1.81687,    0.00542,Segment:  35
   1.41146,    2.15107,    1.52400,    0.24720,   -1.22994,   -1.81523,    0.03130,Segment:  36
   1.45285,    2.21414,    1.52400,    0.22550,   -1.31762,   -1.81135,    0.05402,Segment:  37
   1.49409,    2.27699,    1.52400,    0.20369,   -1.40762,   -1.80539,    0.07426,Segment:  38
   1.53514,    2.33955,    1.52400,    0.18201,   -1.49987,   -1.79747,    0.09255,Segment:  39
   1.57597,    2.40178,    1.52400,    0.16071,   -1.59429,   -1.78769,    0.10930,Segment:  40
   1.61655,    2.46362,    1.52400,    0.14001,   -1.69081,   -1.77612,    0.12485,Segment:  41
   1.65686,    2.52505,    1.52400,    0.12016,   -1.78937,   -1.76282,    0.13943,Segment:  42
   1.69686,    2.58601,    1.52400,    0.10137,   -1.88986,   -1.74826,    0.14564,Segment:  43
   1.73651,    2.64644,    1.52400,    0.08384,   -1.99211,   -1.73280,    0.15251,Segment:  44
   1.77575,    2.70625,    1.52400,    0.06775,   -2.09589,   -1.71639,    0.16010,Segment:  45
   1.81454,    2.76536,    1.52400,    0.05326,   -2.20102,   -1.69896,    0.16850,Segment:  46
   1.85284,    2.82372,    1.35687,    0.04056,   -2.30727,   -1.68044,    0.17777,Segment:  47
   1.89064,    2.87501,   -0.37741,    0.02981,   -2.41445,   -1.66075,    0.18800,Segment:  48
   1.92838,    2.86077,   -1.52400,    0.02121,   -2.52234,   -1.63980,    0.19928,Segment:  49
   1.96672,    2.80233,   -1.52400,    0.01492,   -2.63074,   -1.61749,    0.21169,Segment:  50
   2.00596,    2.74254,   -1.52400,    0.01112,   -2.73944,   -1.59374,    0.22533,Segment:  51
   2.04607,    2.68140,   -1.52400,    0.00999,   -2.84823,   -1.56842,    0.24029,Segment:  52
   2.08709,    2.61890,   -1.52400,    0.01170,   -2.95691,   -1.54143,    0.25667,Segment:  53
   2.12901,    2.55501,   -1.52400,    0.01642,   -3.06526,   -1.51263,    0.27453,Segment:  54
   2.17187,    2.48968,   -1.52400,    0.02435,   -3.17309,   -1.48192,    0.29395,Segment:  55
