#======= TRAJECTORY BEGIN: DionisioPAE
#----------------------------------------------------------------------------------------------
#======== way points:  X(abs),    Y(abs),    Angle(abs),   X(rel),     Y(rel),   Angle(rel),  Weight
#--------             meters,     meters,     radians,    meters,     meters,     radians,    scalar
#--------Waypoint:     8.352       1.554      -2.426       0.000       0.000       0.000       0.200
#--------Waypoint:     7.087       2.826       2.007       0.120      -1.789      -1.850       0.200
#--------Waypoint:     4.406       3.935      -2.915       1.416      -4.385      -0.489       0.200
#----------------------------------------------------------------------------------------------
#========Robot Configuration
#--------Maximum Velocity:          3.04800  m/s
#--------Maximum Acceleration:      1.52400  m/s^2
#--------Start Velocity:            0.00000  m/s
#--------End Velocity:              0.00000  m/s
#--------Trajectory Reversed:  FALSE
#----------------------------------------------------------------------------------------------
#========Differential Drive Kinematics Constraint
#--------Configured:           Yes
#--------Maximum Velocity:          3.04800  m/s
#--------Track width:               0.64008  m
#----------------------------------------------------------------------------------------------
#========Differential Drive Voltage Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Centripetal Acceleration Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Mecanum Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Swerve Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Trajectory Creation 
#--------Spline type:            Cubic
#--------Trajectory orientation: Robot Relative
#--------Use Waypoint Weights:   No
#----------------------------------------------------------------------------------------------
#-- Time,       Velocity,   Accel,      X pos,      Y pos,      Heading, Curvature, Comment
#-- Seconds,    m/s,        m/s^2,      m,          m,          radians,    radians/meter,
   0.00000,    0.00000,    1.52400,    0.00000,    0.00000,    0.00000,   -1.07429,Segment:  1
   0.28921,    0.44076,    1.52400,    0.06369,   -0.00241,   -0.07951,   -1.44479,Segment:  2
   0.34958,    0.53276,    1.52400,    0.09292,   -0.00539,   -0.12522,   -1.67324,Segment:  3
   0.39844,    0.60722,    1.52400,    0.12046,   -0.00955,   -0.17533,   -1.93254,Segment:  4
   0.43981,    0.67027,    1.52400,    0.14635,   -0.01485,   -0.23013,   -2.22198,Segment:  5
   0.47580,    0.72512,    1.52400,    0.17062,   -0.02129,   -0.28982,   -2.53777,Segment:  6
   0.50771,    0.77375,    1.52400,    0.19331,   -0.02885,   -0.35447,   -2.87189,Segment:  7
   0.53644,    0.81754,    1.52400,    0.21446,   -0.03751,   -0.42398,   -3.21113,Segment:  8
   0.56264,    0.85746,    1.52400,    0.23412,   -0.04725,   -0.49803,   -3.53687,Segment:  9
   0.58680,    0.89428,    1.52400,    0.25231,   -0.05807,   -0.57604,   -3.82622,Segment:  10
   0.60934,    0.92863,    1.52400,    0.26907,   -0.06995,   -0.65713,   -4.05468,Segment:  11
   0.63059,    0.96102,    1.52400,    0.28445,   -0.08286,   -0.74018,   -4.20045,Segment:  12
   0.65084,    0.99188,    1.52400,    0.29848,   -0.09679,   -0.82391,   -4.24896,Segment:  13
   0.67033,    1.02159,    1.52400,    0.31120,   -0.11173,   -0.90696,   -4.19622,Segment:  14
   0.68927,    1.05045,    1.52400,    0.32265,   -0.12767,   -0.98801,   -4.04967,Segment:  15
   0.70783,    1.07873,    1.52400,    0.33287,   -0.14457,   -1.06592,   -3.82608,Segment:  16
   0.72614,    1.10664,    1.52400,    0.34188,   -0.16244,   -1.13979,   -3.54754,Segment:  17
   0.74434,    1.13437,    1.52400,    0.34975,   -0.18125,   -1.20899,   -3.23712,Segment:  18
   0.76250,    1.16205,    1.52400,    0.35649,   -0.20098,   -1.27315,   -2.91538,Segment:  19
   0.78071,    1.18980,    1.52400,    0.36215,   -0.22163,   -1.33214,   -2.59846,Segment:  20
   0.79901,    1.21769,    1.52400,    0.36677,   -0.24317,   -1.38603,   -2.29758,Segment:  21
   0.81745,    1.24579,    1.52400,    0.37038,   -0.26560,   -1.43499,   -2.01951,Segment:  22
   0.85481,    1.30274,    1.52400,    0.37474,   -0.31301,   -1.51927,   -1.54229,Segment:  23
   0.89292,    1.36081,    1.52400,    0.37554,   -0.36375,   -1.58754,   -1.16770,Segment:  24
   0.93175,    1.41999,    1.52400,    0.37309,   -0.41769,   -1.64240,   -0.87999,Segment:  25
   1.01126,    1.54117,    1.52400,    0.35963,   -0.53464,   -1.72073,   -0.49157,Segment:  26
   1.05173,    1.60284,    1.52400,    0.34924,   -0.59740,   -1.74764,   -0.36080,Segment:  27
   1.09250,    1.66497,    1.52400,    0.33682,   -0.66284,   -1.76809,   -0.25792,Segment:  28
   1.13345,    1.72738,    1.52400,    0.32266,   -0.73085,   -1.78302,   -0.17557,Segment:  29
   1.17447,    1.78989,    1.52400,    0.30708,   -0.80128,   -1.79317,   -0.10836,Segment:  30
   1.21544,    1.85234,    1.52400,    0.29038,   -0.87401,   -1.79910,   -0.05233,Segment:  31
   1.25629,    1.91458,    1.52400,    0.27287,   -0.94891,   -1.80123,   -0.00457,Segment:  32
   1.29691,    1.97649,    1.52400,    0.25485,   -1.02586,   -1.79990,    0.03712,Segment:  33
   1.33724,    2.03795,    1.52400,    0.23663,   -1.10473,   -1.79536,    0.07438,Segment:  34
   1.37720,    2.09886,    1.52400,    0.21850,   -1.18539,   -1.78778,    0.10847,Segment:  35
   1.41676,    2.15913,    1.52400,    0.20079,   -1.26771,   -1.77728,    0.14038,Segment:  36
   1.45584,    2.21870,    1.52400,    0.18379,   -1.35156,   -1.76396,    0.17087,Segment:  37
   1.49443,    2.27751,    1.52400,    0.16780,   -1.43682,   -1.74784,    0.20054,Segment:  38
   1.53248,    2.33550,    1.52400,    0.15314,   -1.52336,   -1.72895,    0.22986,Segment:  39
   1.56998,    2.39265,    1.52400,    0.14011,   -1.61105,   -1.70727,    0.25917,Segment:  40
   1.60691,    2.44894,    1.52400,    0.12901,   -1.69976,   -1.68278,    0.28872,Segment:  41
   1.64327,    2.50434,    1.52400,    0.12016,   -1.78937,   -1.65544,    0.31866,Segment:  42
   1.67906,    2.55888,    1.52400,    0.11380,   -1.87974,   -1.62663,    0.31738,Segment:  43
   1.71429,    2.61257,    1.52400,    0.11003,   -1.97076,   -1.59774,    0.31707,Segment:  44
   1.74898,    2.66544,    1.52400,    0.10889,   -2.06230,   -1.56869,    0.31767,Segment:  45
