#======= TRAJECTORY BEGIN: DionisioPAE
#----------------------------------------------------------------------------------------------
#======== way points:  X(abs),    Y(abs),    Angle(abs),   X(rel),     Y(rel),   Angle(rel),  Weight
#--------             meters,     meters,     radians,    meters,     meters,     radians,    scalar
#--------Waypoint:     8.352       1.554      -2.426       0.000       0.000       0.000       0.200
#--------Waypoint:     6.972       2.409       2.007       0.481      -1.550      -1.850       0.200
#--------Waypoint:     5.243       3.199      -2.723       1.267      -3.281      -0.297       0.200
#----------------------------------------------------------------------------------------------
#========Robot Configuration
#--------Maximum Velocity:          3.04800  m/s
#--------Maximum Acceleration:      1.52400  m/s^2
#--------Start Velocity:            0.00000  m/s
#--------End Velocity:              0.00000  m/s
#--------Trajectory Reversed:  FALSE
#----------------------------------------------------------------------------------------------
#========Differential Drive Kinematics Constraint
#--------Configured:           Yes
#--------Maximum Velocity:          3.04800  m/s
#--------Track width:               0.64008  m
#----------------------------------------------------------------------------------------------
#========Differential Drive Voltage Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Centripetal Acceleration Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Mecanum Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Swerve Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Trajectory Creation 
#--------Spline type:            Cubic
#--------Trajectory orientation: Robot Relative
#--------Use Waypoint Weights:   No
#----------------------------------------------------------------------------------------------
#-- Time,       Velocity,   Accel,      X pos,      Y pos,      Heading, Curvature, Comment
#-- Seconds,    m/s,        m/s^2,      m,          m,          radians,    radians/meter,
   0.00000,    0.00000,    1.52400,    0.00000,    0.00000,    0.00000,   -1.24264,Segment:  1
   0.27737,    0.42271,    1.52400,    0.05858,   -0.00228,   -0.08026,   -1.50353,Segment:  2
   0.33667,    0.51309,    1.52400,    0.08618,   -0.00510,   -0.12392,   -1.64495,Segment:  3
   0.38537,    0.58731,    1.52400,    0.11269,   -0.00901,   -0.16994,   -1.79114,Segment:  4
   0.42723,    0.65110,    1.52400,    0.13813,   -0.01400,   -0.21828,   -1.93924,Segment:  5
   0.46421,    0.70746,    1.52400,    0.16250,   -0.02005,   -0.26883,   -2.08557,Segment:  6
   0.49750,    0.75820,    1.52400,    0.18585,   -0.02714,   -0.32144,   -2.22579,Segment:  7
   0.52791,    0.80454,    1.52400,    0.20818,   -0.03525,   -0.37589,   -2.35500,Segment:  8
   0.55601,    0.84736,    1.52400,    0.22952,   -0.04437,   -0.43189,   -2.46810,Segment:  9
   0.58222,    0.88731,    1.52400,    0.24989,   -0.05447,   -0.48910,   -2.56020,Segment:  10
   0.60689,    0.92490,    1.52400,    0.26931,   -0.06553,   -0.54712,   -2.62709,Segment:  11
   0.63028,    0.96054,    1.52400,    0.28780,   -0.07755,   -0.60553,   -2.66565,Segment:  12
   0.65261,    0.99457,    1.52400,    0.30538,   -0.09049,   -0.66388,   -2.67425,Segment:  13
   0.67406,    1.02727,    1.52400,    0.32207,   -0.10435,   -0.72171,   -2.65289,Segment:  14
   0.69480,    1.05887,    1.52400,    0.33789,   -0.11909,   -0.77861,   -2.60318,Segment:  15
