#======= TRAJECTORY BEGIN: DionisioPAE
#----------------------------------------------------------------------------------------------
#======== way points:  X(abs),    Y(abs),    Angle(abs),   X(rel),     Y(rel),   Angle(rel),  Weight
#--------             meters,     meters,     radians,    meters,     meters,     radians,    scalar
#--------Waypoint:     8.352       1.554      -2.426       0.000       0.000       0.000       0.200
#--------Waypoint:     7.087       2.216       2.007       0.520      -1.329      -1.850       0.200
#--------Waypoint:     5.320       2.563      -2.723       1.626      -2.750      -0.297       0.200
#----------------------------------------------------------------------------------------------
#========Robot Configuration
#--------Maximum Velocity:          3.04800  m/s
#--------Maximum Acceleration:      1.52400  m/s^2
#--------Start Velocity:            0.00000  m/s
#--------End Velocity:              0.00000  m/s
#--------Trajectory Reversed:  FALSE
#----------------------------------------------------------------------------------------------
#========Differential Drive Kinematics Constraint
#--------Configured:           Yes
#--------Maximum Velocity:          3.04800  m/s
#--------Track width:               0.64008  m
#----------------------------------------------------------------------------------------------
#========Differential Drive Voltage Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Centripetal Acceleration Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Mecanum Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Swerve Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Trajectory Creation 
#--------Spline type:            Cubic
#--------Trajectory orientation: Robot Relative
#--------Use Waypoint Weights:   No
#----------------------------------------------------------------------------------------------
#-- Time,       Velocity,   Accel,      X pos,      Y pos,      Heading, Curvature, Comment
#-- Seconds,    m/s,        m/s^2,      m,          m,          radians,    radians/meter,
   0.00000,    0.00000,    1.52400,    0.00000,    0.00000,   -0.00000,   -1.41990,Segment:  1
   0.25999,    0.39622,    1.52400,    0.05147,   -0.00201,   -0.08072,   -1.72394,Segment:  2
   0.31551,    0.48084,    1.52400,    0.07569,   -0.00450,   -0.12468,   -1.88822,Segment:  3
   0.36108,    0.55029,    1.52400,    0.09893,   -0.00795,   -0.17102,   -2.05736,Segment:  4
   0.40023,    0.60996,    1.52400,    0.12121,   -0.01235,   -0.21967,   -2.22770,Segment:  5
   0.43481,    0.66265,    1.52400,    0.14256,   -0.01769,   -0.27053,   -2.39469,Segment:  6
   0.46594,    0.71009,    1.52400,    0.16299,   -0.02393,   -0.32340,   -2.55291,Segment:  7
   0.49436,    0.75341,    1.52400,    0.18252,   -0.03107,   -0.37803,   -2.69646,Segment:  8
   0.52063,    0.79345,    1.52400,    0.20119,   -0.03910,   -0.43411,   -2.81931,Segment:  9
   0.54515,    0.83080,    1.52400,    0.21901,   -0.04798,   -0.49125,   -2.91586,Segment:  10
   0.56822,    0.86597,    1.52400,    0.23600,   -0.05771,   -0.54903,   -2.98148,Segment:  11
   0.59011,    0.89933,    1.52400,    0.25218,   -0.06826,   -0.60700,   -3.01307,Segment:  12
   0.61102,    0.93119,    1.52400,    0.26757,   -0.07963,   -0.66469,   -3.00936,Segment:  13
   0.63112,    0.96183,    1.52400,    0.28221,   -0.09178,   -0.72164,   -2.97108,Segment:  14
   0.65056,    0.99145,    1.52400,    0.29610,   -0.10472,   -0.77743,   -2.90081,Segment:  15
   0.66945,    1.02023,    1.52400,    0.30927,   -0.11841,   -0.83166,   -2.80259,Segment:  16
   0.68789,    1.04834,    1.52400,    0.32175,   -0.13284,   -0.88400,   -2.68151,Segment:  17
   0.70597,    1.07590,    1.52400,    0.33355,   -0.14800,   -0.93421,   -2.54312,Segment:  18
   0.72377,    1.10302,    1.52400,    0.34469,   -0.16386,   -0.98207,   -2.39292,Segment:  19
   0.74133,    1.12979,    1.52400,    0.35520,   -0.18041,   -1.02746,   -2.23603,Segment:  20
   0.77594,    1.18254,    1.52400,    0.37441,   -0.21552,   -1.11057,   -1.91915,Segment:  21
   0.81011,    1.23460,    1.52400,    0.39135,   -0.25317,   -1.18349,   -1.61836,Segment:  22
   0.84400,    1.28626,    1.52400,    0.40619,   -0.29324,   -1.24671,   -1.34757,Segment:  23
   0.87774,    1.33768,    1.52400,    0.41911,   -0.33558,   -1.30099,   -1.11170,Segment:  24
   0.94491,    1.44005,    1.52400,    0.43986,   -0.42653,   -1.38621,   -0.73975,Segment:  25
   1.01168,    1.54180,    1.52400,    0.45499,   -0.52492,   -1.44578,   -0.47428,Segment:  26
   1.07781,    1.64259,    1.52400,    0.46589,   -0.62965,   -1.48498,   -0.28164,Segment:  27
   1.14297,    1.74188,    1.52400,    0.47395,   -0.73961,   -1.50759,   -0.13549,Segment:  28
   1.20679,    1.83915,    1.52400,    0.48056,   -0.85369,   -1.51609,   -0.01729,Segment:  29
   1.26897,    1.93390,    1.52400,    0.48710,   -0.97081,   -1.51195,    0.08588,Segment:  30
   1.32922,    2.02573,    1.52400,    0.49496,   -1.08984,   -1.49586,    0.18340,Segment:  31
   1.38734,    2.11431,    1.52400,    0.50552,   -1.20969,   -1.46787,    0.28249,Segment:  32
   1.44319,    2.19942,    1.52400,    0.52019,   -1.32925,   -1.42754,    0.38887,Segment:  33
   1.49673,    2.28102,   -0.47887,    0.54013,   -1.44752,   -1.37943,    0.41369,Segment:  34
   1.54929,    2.25585,   -1.52400,    0.56575,   -1.56396,   -1.32847,    0.44181,Segment:  35
   1.60274,    2.17438,   -1.52400,    0.59723,   -1.67811,   -1.27433,    0.47299,Segment:  36
   1.65788,    2.09036,   -1.52400,    0.63476,   -1.78953,   -1.21675,    0.50680,Segment:  37
   1.71491,    2.00343,   -1.52400,    0.67853,   -1.89776,   -1.15551,    0.54249,Segment:  38
   1.77416,    1.91314,   -1.52400,    0.72874,   -2.00236,   -1.09044,    0.57894,Segment:  39
   1.83605,    1.81883,   -1.52400,    0.78556,   -2.10288,   -1.02150,    0.61458,Segment:  40
   1.90114,    1.71962,   -1.52400,    0.84919,   -2.19888,   -0.94877,    0.64740,Segment:  41
   1.97026,    1.61429,   -1.52400,    0.91982,   -2.28991,   -0.87251,    0.67507,Segment:  42
   2.04453,    1.50110,   -1.52400,    0.99764,   -2.37552,   -0.79315,    0.69511,Segment:  43
   2.12560,    1.37754,   -1.52400,    1.08283,   -2.45526,   -0.71131,    0.70525,Segment:  44
   2.21600,    1.23977,   -1.52400,    1.17559,   -2.52868,   -0.62782,    0.70382,Segment:  45
   2.31993,    1.08139,   -1.52400,    1.27611,   -2.59534,   -0.54361,    0.69012,Segment:  46
   2.44540,    0.89018,   -1.52400,    1.38458,   -2.65479,   -0.45970,    0.66457,Segment:  47
   2.52142,    0.77433,   -1.52400,    1.44185,   -2.68167,   -0.41817,    0.64780,Segment:  48
   2.61272,    0.63518,   -1.52400,    1.50117,   -2.70658,   -0.37709,    0.62872,Segment:  49
   2.73335,    0.45134,   -1.52400,    1.56258,   -2.72947,   -0.33657,    0.60766,Segment:  50
   3.02950,    0.00000,   -1.52400,    1.62610,   -2.75027,   -0.29671,    0.58496,Segment:  51
#======= TRAJECTORY END: DionisioPAE
