#======= TRAJECTORY BEGIN: DionisioPAE
#----------------------------------------------------------------------------------------------
#======== way points:  X(abs),    Y(abs),    Angle(abs),   X(rel),     Y(rel),   Angle(rel),  Weight
#--------             meters,     meters,     radians,    meters,     meters,     radians,    scalar
#--------Waypoint:     8.352       1.554      -2.426       0.000       0.000       0.000       0.200
#--------Waypoint:     7.087       2.217       2.007       0.520      -1.329      -1.850       0.200
#--------Waypoint:     5.015       3.630      -2.723       1.156      -3.755      -0.297       0.200
#----------------------------------------------------------------------------------------------
#========Robot Configuration
#--------Maximum Velocity:          3.04800  m/s
#--------Maximum Acceleration:      1.52400  m/s^2
#--------Start Velocity:            0.00000  m/s
#--------End Velocity:              0.00000  m/s
#--------Trajectory Reversed:  FALSE
#----------------------------------------------------------------------------------------------
#========Differential Drive Kinematics Constraint
#--------Configured:           Yes
#--------Maximum Velocity:          3.04800  m/s
#--------Track width:               0.64008  m
#----------------------------------------------------------------------------------------------
#========Differential Drive Voltage Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Centripetal Acceleration Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Mecanum Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Swerve Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Trajectory Creation 
#--------Spline type:            Cubic
#--------Trajectory orientation: Robot Relative
#--------Use Waypoint Weights:   No
#----------------------------------------------------------------------------------------------
#-- Time,       Velocity,   Accel,      X pos,      Y pos,      Heading, Curvature, Comment
#-- Seconds,    m/s,        m/s^2,      m,          m,          radians,    radians/meter,
   0.00000,    0.00000,    1.52400,    0.00000,    0.00000,   -0.00000,   -0.94842,Segment:  1
   0.26126,    0.39815,    1.52400,    0.05199,   -0.00136,   -0.05368,   -1.12137,Segment:  2
   0.36433,    0.55524,    1.52400,    0.10096,   -0.00542,   -0.11350,   -1.31879,Segment:  3
   0.44020,    0.67087,    1.52400,    0.14698,   -0.01218,   -0.17982,   -1.53792,Segment:  4
   0.50172,    0.76463,    1.52400,    0.19011,   -0.02162,   -0.25283,   -1.77166,Segment:  5
   0.55406,    0.84439,    1.52400,    0.23044,   -0.03373,   -0.33240,   -2.00740,Segment:  6
   0.59999,    0.91439,    1.52400,    0.26803,   -0.04851,   -0.41800,   -2.22678,Segment:  7
   0.62113,    0.94660,    1.52400,    0.28583,   -0.05689,   -0.46277,   -2.32341,Segment:  8
   0.64127,    0.97730,    1.52400,    0.30296,   -0.06593,   -0.50862,   -2.40745,Segment:  9
   0.66055,    1.00668,    1.52400,    0.31945,   -0.07563,   -0.55536,   -2.47615,Segment:  10
   0.67910,    1.03495,    1.52400,    0.33530,   -0.08599,   -0.60276,   -2.52716,Segment:  11
   0.69702,    1.06225,    1.52400,    0.35051,   -0.09701,   -0.65057,   -2.55864,Segment:  12
   0.71439,    1.08874,    1.52400,    0.36511,   -0.10868,   -0.69852,   -2.56946,Segment:  13
   0.73131,    1.11452,    1.52400,    0.37909,   -0.12100,   -0.74636,   -2.55931,Segment:  14
   0.74785,    1.13973,    1.52400,    0.39247,   -0.13398,   -0.79381,   -2.52868,Segment:  15
